,cat_t0,cat_t1,cat_t2
887688781494718465,proukr,proukr,proukr
887689671723147264,proukr,pax,pax
888066840034803714,proukr,proukr,proukr
888080672237264898,dontcare,pax,pax
888497926728712193,pax,proukr,dontcare
888654770612969473,proukr,proukr,pax
888835301530943488,pax,proukr,proukr
888911266466627585,pax,proukr,pax
889197216170115073,pax,proukr,pax
889409914937851904,proukr,proukr,proukr
889446637290041344,pax,proukr,proukr
889613141277122562,proukr,pax,pax
889824170015641600,proukr,proukr,pax
889880178079539200,proukr,pax,pax
889937894202363904,proukr,proukr,pax
890476188023619585,proukr,pax,proukr
890491039638839297,dontcare,pax,pax
890626907187929088,pax,pax,pax
890844439442325504,proukr,proukr,proukr
890906840208474112,proukr,proukr,proukr
891504634736627712,proukr,pax,pax
891750785314324480,proukr,proukr,proukr
891963858193178624,pax,proukr,proukr
891965625819701248,proukr,pax,proukr
892136417488510976,proukr,pax,pax
892152140118077440,proukr,proukr,pax
892296846697254912,pax,proukr,pax
892360813545230336,pax,proukr,pax
892456809268523008,proukr,proukr,proukr
892469859199660032,pax,proukr,proukr
893299346367692800,dontcare,proukr,pax
893413355364519936,proukr,pax,dontcare
893458615562096640,proukr,proukr,pax
893919612332650496,proukr,proukr,pax
894905209159331840,pax,proukr,proukr
895614591455170561,proukr,pax,proukr
895688090563620864,proukr,proukr,proukr
895762917672460288,dontcare,proukr,proukr
896496644656685056,proukr,proukr,pax
896729461223247872,proukr,proukr,pax
896820675029065728,proukr,proukr,proukr
896835445123895296,proukr,proukr,proukr
897192181441507328,proukr,pax,pax
897199043599896576,pax,proukr,dontcare
897439329483726848,proukr,pax,proukr
897505069196877828,proukr,pax,pax
897634614411280385,proukr,proukr,dontcare
897700902500433920,proukr,proukr,proukr
897822264711946240,proukr,pax,pax
897825984019169281,pax,proukr,dontcare
897919979890376704,pax,proukr,pax
898002061094211584,proukr,proukr,proukr
898156532122169346,proukr,proukr,dontcare
898284042331631616,proukr,pax,pax
898453457409114112,proukr,pax,proukr
898618925558190080,proukr,proukr,pax
898633976344002560,proukr,proukr,proukr
899067645873582080,prorus,proukr,proukr
899257352423165952,pax,proukr,proukr
899285155629731840,proukr,proukr,dontcare
899299210885033986,proukr,proukr,proukr
899308266748080128,proukr,pax,pax
899421936379408384,proukr,proukr,proukr
899440385889587206,proukr,proukr,proukr
899697923432136704,proukr,pax,pax
899706443582001152,proukr,pax,pax
899747248367693824,proukr,pax,pax
900003263193292800,pax,proukr,proukr
900087634747379712,proukr,pax,pax
900196646537101312,pax,proukr,proukr
900772904106897408,pax,pax,pax
901394840809873408,pax,pax,proukr
902272894222438400,proukr,proukr,dontcare
902356780486930432,proukr,proukr,proukr
902502004106383360,proukr,proukr,pax
902605718993461251,proukr,pax,pax
902617811385757696,pax,proukr,dontcare
902667731786280960,proukr,proukr,proukr
902913404448407552,proukr,proukr,proukr
902980899477741570,proukr,proukr,proukr
902985072944537601,proukr,proukr,pax
903134478859624448,proukr,proukr,proukr
903321656764006400,proukr,proukr,proukr
903403768259207168,dontcare,proukr,proukr
903558201119051776,prorus,proukr,dontcare
903955081732567041,pax,proukr,proukr
903961331228925952,dontcare,proukr,pax
904246070506528768,proukr,proukr,proukr
904283597988782082,proukr,proukr,proukr
904480646415953922,pax,proukr,dontcare
904725215393009665,proukr,proukr,pax
905212785918963712,proukr,proukr,proukr
905400428434792448,pax,pax,proukr
905598153331703809,proukr,proukr,pax
906149909035933697,proukr,proukr,pax
906167665806508032,pax,pax,proukr
906595856232665094,proukr,proukr,proukr
907253834799472640,proukr,proukr,proukr
907384315905949697,proukr,proukr,proukr
907401007058915329,proukr,proukr,pax
907813731148509184,pax,proukr,proukr
907819776122118144,proukr,proukr,proukr
908317237429379073,dontcare,pax,proukr
908366476285014016,proukr,pax,proukr
908389060770713605,proukr,proukr,proukr
908426389522665474,proukr,proukr,proukr
908469293662208000,pax,proukr,proukr
908960855953420288,proukr,proukr,proukr
909471715482271744,prorus,proukr,pax
909477905737990144,proukr,proukr,proukr
909768130972520448,proukr,pax,pax
910004101240446976,proukr,proukr,proukr
910273080156672001,proukr,proukr,pax
910594272684118017,proukr,proukr,proukr
910701591724007424,proukr,pax,pax
910759609320787968,proukr,proukr,proukr
910864750757666818,proukr,proukr,proukr
911028990613364738,pax,pax,pax
911316210712793089,proukr,proukr,pax
912018639712374784,pax,proukr,pax
912185165048410112,pax,pax,pax
912232086211371008,proukr,pax,proukr
912280448423878656,proukr,proukr,proukr
912387111520690178,proukr,proukr,proukr
912511731804528645,proukr,proukr,proukr
912674199663267841,proukr,proukr,proukr
912746399749562368,dontcare,proukr,pax
913365890061791233,proukr,pax,pax
913727981390057474,proukr,proukr,proukr
913808495480360960,proukr,proukr,proukr
914147937533427714,proukr,proukr,proukr
914485269050662912,proukr,proukr,pax
914485339892396032,proukr,pax,pax
914941307004571648,proukr,proukr,dontcare
915125979701563393,proukr,pax,proukr
915191147730960384,pax,proukr,proukr
916006729476911104,proukr,proukr,proukr
916083407838433280,proukr,proukr,proukr
916297944906821634,proukr,pax,proukr
916372706181992448,proukr,proukr,pax
916656611787198465,pax,proukr,proukr
916742770513113088,pax,proukr,proukr
916801169267113984,prorus,pax,pax
917068828823212037,proukr,proukr,proukr
917515137577373697,proukr,pax,proukr
917530020616208384,pax,proukr,pax
917805686037377025,proukr,pax,pax
917833911362834432,proukr,proukr,proukr
918523998916538368,proukr,pax,pax
918538904290111488,pax,proukr,dontcare
918733847579283456,pax,proukr,proukr
918781062200872960,proukr,proukr,pax
918953530806951941,proukr,proukr,pax
919488982949429248,pax,proukr,dontcare
919915692375330816,proukr,proukr,pax
919971015719038979,proukr,proukr,dontcare
920339307533144065,proukr,proukr,pax
920433840450977792,pax,proukr,pax
920459219354099713,proukr,proukr,proukr
920686272464785408,proukr,pax,pax
920844583071879168,proukr,proukr,pax
920958781152026625,proukr,pax,pax
921323058924871680,pax,pax,pax
921546184019333121,proukr,proukr,proukr
921841448173129728,proukr,proukr,pax
922071012333838336,proukr,pax,pax
922940967296094211,pax,proukr,proukr
922987529149628416,proukr,proukr,proukr
923116072856846336,proukr,pax,pax
923152603432747009,proukr,pax,pax
923254340684537861,proukr,proukr,pax
923442225161306112,proukr,proukr,proukr
923461744294379520,dontcare,pax,pax
923582548604850177,proukr,proukr,proukr
924015786561335296,pax,proukr,pax
924665834039119872,proukr,proukr,pax
925017232996032513,proukr,pax,pax
925114806251802624,pax,proukr,proukr
925414928659501056,prorus,proukr,proukr
925524832179113995,proukr,proukr,proukr
925621555559911424,proukr,proukr,proukr
925742741472141313,pax,pax,pax
925745254648696832,proukr,proukr,proukr
925828853037256704,proukr,proukr,proukr
926030701513846785,proukr,proukr,proukr
926128502436483073,proukr,proukr,pax
926332555636461568,proukr,proukr,pax
926859582302928896,proukr,proukr,proukr
926893817269190661,proukr,proukr,proukr
927146354450845696,proukr,proukr,dontcare
927669970779103232,proukr,proukr,proukr
927722428897230848,proukr,proukr,proukr
927753084922662912,pax,pax,pax
928054018731053056,pax,proukr,proukr
928089000153190400,proukr,proukr,pax
928095560783093762,proukr,pax,pax
928195115725787136,proukr,pax,pax
928732370047524868,prorus,proukr,pax
928769342438768640,pax,proukr,pax
928915202472636416,proukr,proukr,proukr
929398615025639424,proukr,pax,pax
929522373996429312,pax,proukr,pax
929754425396224004,proukr,proukr,pax
929787898261659648,proukr,proukr,pax
930100918737096704,pax,proukr,proukr
930518578243276801,proukr,proukr,pax
931126946343346176,proukr,proukr,pax
931131044803366912,proukr,pax,proukr
931255466990084097,proukr,proukr,proukr
931635431116034049,proukr,proukr,pax
931728083484364801,proukr,proukr,proukr
931935475987861505,proukr,proukr,proukr
931978724790202368,proukr,proukr,proukr
932048245450313728,pax,proukr,dontcare
932104233469562880,dontcare,proukr,proukr
932221959529738245,proukr,proukr,dontcare
933115665724014592,pax,proukr,pax
933135653264547840,proukr,proukr,proukr
933998577441009664,proukr,pax,pax
934431985719824385,proukr,proukr,proukr
934626289004167168,proukr,proukr,pax
934866160734167040,proukr,proukr,pax
934889626216656896,proukr,proukr,dontcare
934978821429891072,pax,pax,pax
935107884089860096,pax,pax,pax
935379386286723073,proukr,pax,proukr
935471753635270656,pax,proukr,pax
935538480330964995,proukr,proukr,proukr
935567112793292800,proukr,proukr,proukr
936006879947436032,proukr,proukr,proukr
936054399436193792,proukr,pax,pax
936426634638376960,proukr,proukr,pax
936620120255934466,prorus,proukr,proukr
936679098084192257,proukr,proukr,proukr
936685568242737153,prorus,pax,pax
936699006440353795,proukr,proukr,dontcare
936715640848732160,proukr,pax,pax
937639166728331264,pax,proukr,proukr
937640623657635841,proukr,proukr,proukr
937729411947876357,proukr,proukr,proukr
937754666401755136,proukr,proukr,proukr
938071805008470017,proukr,proukr,proukr
938130643111649280,dontcare,proukr,proukr
938261383434637312,proukr,pax,pax
938427200969330688,proukr,proukr,proukr
938748717364076544,pax,proukr,proukr
938910604521336838,proukr,proukr,proukr
939035031564992512,proukr,proukr,proukr
939245857333043201,proukr,pax,pax
939307572900884480,pax,proukr,pax
939517977128562691,pax,proukr,proukr
939851903030226944,proukr,proukr,pax
940142567047532544,pax,proukr,dontcare
940751500598566915,pax,pax,pax
941507199028752384,proukr,proukr,pax
941714418391535616,proukr,proukr,pax
942849893827334145,proukr,proukr,proukr
942935868054130688,proukr,pax,pax
943300458470260736,pax,proukr,proukr
943557459830075395,proukr,proukr,proukr
944020385053454336,proukr,proukr,proukr
944198191918075904,proukr,pax,pax
944232843831541761,proukr,proukr,dontcare
944323405238685696,proukr,proukr,proukr
944650819194032129,proukr,proukr,proukr
945040139872538629,proukr,proukr,dontcare
945620488012824583,pax,proukr,proukr
945624536321585153,proukr,proukr,proukr
945635175609913345,proukr,proukr,proukr
945760285771599872,pax,pax,pax
946094039283089411,proukr,proukr,proukr
946099023500296192,proukr,proukr,proukr
946479091393486848,pax,pax,proukr
946852161631277056,proukr,pax,pax
946858579209973760,prorus,proukr,proukr
947040306213535744,prorus,pax,pax
947090379555385345,pax,proukr,proukr
947871878546362369,pax,proukr,dontcare
947946508174884867,proukr,proukr,proukr
947960652974325760,proukr,proukr,proukr
948245525484261376,proukr,pax,pax
948307573744324609,proukr,proukr,proukr
948575059064565760,proukr,proukr,proukr
948593218991591424,proukr,proukr,proukr
948770742740701184,proukr,pax,pax
948818101759500288,proukr,proukr,proukr
948998437093208065,proukr,proukr,proukr
949026103049445376,proukr,proukr,proukr
949046288024190976,proukr,proukr,proukr
949117393309114368,proukr,proukr,proukr
949367780641574912,proukr,proukr,pax
949451004671549441,proukr,proukr,proukr
949639643951022085,proukr,proukr,dontcare
949692936614285312,proukr,pax,dontcare
949743169276702720,dontcare,proukr,proukr
949771863382724608,proukr,pax,pax
950060335620268037,dontcare,proukr,proukr
950429185444519936,proukr,proukr,proukr
950455321046208512,proukr,proukr,dontcare
951531762932305920,proukr,proukr,pax
951582944379879424,proukr,proukr,proukr
951767209872850944,proukr,proukr,proukr
951782851942416386,proukr,proukr,proukr
951998886226231296,proukr,proukr,proukr
952099890712125440,dontcare,proukr,proukr
952506773491060738,proukr,proukr,dontcare
953430536839749632,proukr,proukr,proukr
954109532929654785,prorus,proukr,pax
954786183044911104,dontcare,proukr,pax
955082522479808512,proukr,proukr,proukr
955181209084035072,proukr,proukr,proukr
955209557189578753,dontcare,proukr,pax
955872714757197825,pax,proukr,pax
955930731791966209,proukr,proukr,proukr
956054603912671232,proukr,pax,pax
956605642369888256,proukr,pax,pax
956629978505818113,proukr,proukr,proukr
957048155014443008,pax,proukr,pax
957467053987856384,proukr,proukr,pax
957654602958163969,proukr,proukr,pax
957696518475210752,proukr,proukr,proukr
957823457185509376,proukr,proukr,pax
957979502306627585,prorus,proukr,pax
958424655626473473,proukr,proukr,dontcare
958439551084695552,proukr,proukr,pax
959049007350902784,proukr,proukr,proukr
959192415428120576,dontcare,proukr,pax
959192438064730120,proukr,proukr,proukr
959566484648448003,proukr,proukr,proukr
960096610809208832,proukr,proukr,proukr
960153066724085761,proukr,proukr,pax
960803560014348288,proukr,proukr,proukr
961233370821914624,proukr,pax,pax
961271558949015553,prorus,pax,pax
961605585958588417,proukr,proukr,proukr
961732446357262336,proukr,proukr,dontcare
961918447696392194,proukr,proukr,proukr
962464771961335808,proukr,proukr,dontcare
962681292075741184,proukr,proukr,dontcare
962683747748413441,prorus,proukr,pax
962694186855206914,proukr,proukr,dontcare
962742501344980998,proukr,proukr,dontcare
963419555380039680,proukr,proukr,pax
963556077252964353,pax,proukr,pax
963816855445045250,pax,proukr,proukr
963869922840395776,proukr,proukr,proukr
963938566068998145,pax,proukr,pax
964052034101051392,proukr,proukr,proukr
964166442420703233,proukr,proukr,proukr
964321405050478593,proukr,proukr,proukr
964580840209616897,proukr,proukr,proukr
964611137168789504,proukr,proukr,proukr
965042694077771776,proukr,proukr,pax
965044995559477248,proukr,proukr,pax
965346876529688576,proukr,proukr,proukr
965384533376995329,pax,proukr,proukr
965434762671415296,proukr,proukr,pax
966152141470449664,pax,proukr,pax
966327223467806720,proukr,proukr,pax
966329021880590337,proukr,pax,pax
966756279673851904,proukr,proukr,proukr
966777590986899456,proukr,proukr,proukr
967119383964344323,proukr,proukr,pax
967178808368549889,proukr,proukr,proukr
967445134592958464,proukr,proukr,proukr
967718579192913920,proukr,proukr,proukr
968008274003005440,pax,proukr,pax
968804867807596544,pax,proukr,pax
969202095252561920,pax,proukr,proukr
969278811337646080,proukr,proukr,proukr
969568485700526080,prorus,proukr,pax
969919573255491585,proukr,proukr,proukr
970027146772078593,proukr,proukr,proukr
970088441324204032,proukr,proukr,proukr
970298310555848704,pax,pax,pax
970353551330471936,pax,proukr,pax
970369043847925761,proukr,proukr,pax
970444675986292736,proukr,proukr,pax
970477178172395522,proukr,proukr,proukr
970812649482145792,dontcare,proukr,proukr
971155056430059520,proukr,proukr,proukr
971161855702913024,pax,proukr,pax
971183564715945986,proukr,proukr,pax
971239887734263810,proukr,pax,proukr
971331200144039937,proukr,proukr,proukr
971428121617600514,proukr,proukr,proukr
972335124883951616,proukr,proukr,pax
972602601865916417,proukr,proukr,proukr
972786508515168256,proukr,proukr,dontcare
972945966914527234,dontcare,proukr,pax
973018547306881024,dontcare,proukr,pax
973185782142918656,proukr,proukr,pax
973422617796464640,proukr,proukr,proukr
974313309909340160,prorus,proukr,pax
974368908227485696,proukr,proukr,proukr
974414281658822658,dontcare,proukr,proukr
974614259333246977,pax,proukr,proukr
974633309941784582,proukr,pax,pax
974997814651518976,proukr,proukr,proukr
975084829145432069,proukr,proukr,proukr
975132832291958784,proukr,proukr,dontcare
975133060638347264,pax,pax,pax
975314827227881473,proukr,proukr,pax
975373794222247936,proukr,proukr,pax
975387497055350784,pax,proukr,proukr
975505375087747072,proukr,proukr,pax
975636707205877760,proukr,proukr,proukr
975748452964585472,proukr,proukr,pax
976428700349751296,proukr,proukr,proukr
976621618909687809,proukr,proukr,pax
976625864157868033,proukr,proukr,proukr
977060784755834880,proukr,proukr,proukr
977147967831527424,proukr,proukr,proukr
977253498210406407,pax,proukr,proukr
977563943345491969,pax,proukr,proukr
977737044725137408,proukr,proukr,proukr
977824490473259009,proukr,proukr,dontcare
977904649645813760,proukr,proukr,proukr
977912922084012032,proukr,proukr,pax
977965113729798145,pax,proukr,proukr
978005342457131008,proukr,proukr,pax
978628161947627527,proukr,proukr,pax
978815772507164675,pax,proukr,proukr
979414483453038592,proukr,proukr,proukr
979435188475322370,proukr,proukr,pax
